9600,IssuedCapital,Equity,ComponentsOfEquityAxis,IssuedCapitalMember,1
9601,RetainedEarnings,Equity,ComponentsOfEquityAxis,RetainedEarningsMember,1
9602,SharePremium,Equity,ComponentsOfEquityAxis,SharePremiumMember,1
9603,TreasuryShares,Equity,ComponentsOfEquityAxis,TreasurySharesMember,-1
9604,OtherEquityInterest,Equity,ComponentsOfEquityAxis,OtherEquityInterestMember,1
9605,OtherReserves,Equity,ComponentsOfEquityAxis,OtherReservesMember,1
9606,EquityAttributableToOwnersOfParent,Equity,ComponentsOfEquityAxis,EquityAttributableToOwnersOfParentMember,1
9607,NoncontrollingInterests,Equity,ComponentsOfEquityAxis,NoncontrollingInterestsMember,1
9608,RevaluationSurplus,Equity,ComponentsOfEquityAxis,RevaluationSurplusMember,1
9609,ReserveOfExchangeDifferencesOnTranslation,Equity,ComponentsOfEquityAxis,ReserveOfExchangeDifferencesOnTranslationMember,1
9610,ReserveOfCashFlowHedges,Equity,ComponentsOfEquityAxis,ReserveOfCashFlowHedgesMember,1
9611,ReserveOfGainsAndLossesOnRemeasuringAvailableforsaleFinancialAssets,Equity,ComponentsOfEquityAxis,ReserveOfGainsAndLossesOnRemeasuringAvailableforsaleFinancialAssetsMember,1
9612,ReserveOfSharebasedPayments,Equity,ComponentsOfEquityAxis,ReserveOfSharebasedPaymentsMember,1
9613,AmountRecognisedInOtherComprehensiveIncomeAndAccumulatedInEquityRelatingToNoncurrentAssetsOrDisposalGroupsHeldForSale,Equity,ComponentsOfEquityAxis,AmountRecognisedInOtherComprehensiveIncomeAndAccumulatedInEquityRelatingToNoncurrentAssetsOrDisposalGroupsHeldForSaleMember,1
9614,ReserveOfGainsAndLossesFromInvestmentsInEquityInstruments,Equity,ComponentsOfEquityAxis,ReserveOfGainsAndLossesFromInvestmentsInEquityInstrumentsMember,1
9615,ReserveOfChangeInFairValueOfFinancialLiabilityAttributableToChangeInCreditRiskOfLiability,Equity,ComponentsOfEquityAxis,ReserveOfChangeInFairValueOfFinancialLiabilityAttributableToChangeInCreditRiskOfLiabilityMember,1
9616,ReserveForCatastrophe,Equity,ComponentsOfEquityAxis,ReserveForCatastropheMember,1
9617,ReserveForEqualisation,Equity,ComponentsOfEquityAxis,ReserveForEqualisationMember,1
9618,ReserveOfDiscretionaryParticipationFeatures,Equity,ComponentsOfEquityAxis,ReserveOfDiscretionaryParticipationFeaturesMember,1
9619,ReserveOfRemeasurementsOfDefinedBenefitPlans,Equity,ComponentsOfEquityAxis,ReserveOfRemeasurementsOfDefinedBenefitPlansMember,1
9620,ReserveOfChangeInValueOfTimeValueOfOptions,Equity,ComponentsOfEquityAxis,ReserveOfChangeInValueOfTimeValueOfOptionsMember,1
9621,ReserveOfChangeInValueOfForwardElementsOfForwardContracts,Equity,ComponentsOfEquityAxis,ReserveOfChangeInValueOfForwardElementsOfForwardContractsMember,1
9622,ReserveOfChangeInValueOfForeignCurrencyBasisSpreads,Equity,ComponentsOfEquityAxis,ReserveOfChangeInValueOfForeignCurrencyBasisSpreadsMember,1
9623,ReserveOfGainsAndLossesOnHedgingInstrumentsThatHedgeInvestmentsInEquityInstruments,Equity,ComponentsOfEquityAxis,ReserveOfGainsAndLossesOnHedgingInstrumentsThatHedgeInvestmentsInEquityInstrumentsMember,1
9624,ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,Equity,ComponentsOfEquityAxis,ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,1
9625,ProfitLossAttributableToOwnersOfParent,ProfitLoss,ComponentsOfEquityAxis,EquityAttributableToOwnersOfParentMember,1
9626,ComprehensiveIncomeAttributableToOwnersOfParent,ComprehensiveIncome,ComponentsOfEquityAxis,EquityAttributableToOwnersOfParentMember,1
9627,ProfitLossAttributableToNoncontrollingInterests,ProfitLoss,ComponentsOfEquityAxis,NoncontrollingInterestsMember,1
9628,ComprehensiveIncomeAttributableToNoncontrollingInterests,ComprehensiveIncome,ComponentsOfEquityAxis,NoncontrollingInterestsMember,1
9629,Land,PropertyPlantAndEquipment,ClassesOfPropertyPlantAndEquipmentAxis,LandMember,1
9630,Buildings,PropertyPlantAndEquipment,ClassesOfPropertyPlantAndEquipmentAxis,BuildingsMember,1
9631,LandAndBuildings,PropertyPlantAndEquipment,ClassesOfPropertyPlantAndEquipmentAxis,LandAndBuildingsMember,1
9632,Machinery,PropertyPlantAndEquipment,ClassesOfPropertyPlantAndEquipmentAxis,MachineryMember,1
9633,Ships,PropertyPlantAndEquipment,ClassesOfPropertyPlantAndEquipmentAxis,ShipsMember,1
9634,Aircraft,PropertyPlantAndEquipment,ClassesOfPropertyPlantAndEquipmentAxis,AircraftMember,1
9635,MotorVehicles,PropertyPlantAndEquipment,ClassesOfPropertyPlantAndEquipmentAxis,MotorVehiclesMember,1
9636,Vehicles,PropertyPlantAndEquipment,ClassesOfPropertyPlantAndEquipmentAxis,VehiclesMember,1
9637,FixturesAndFittings,PropertyPlantAndEquipment,ClassesOfPropertyPlantAndEquipmentAxis,FixturesAndFittingsMember,1
9638,OfficeEquipment,PropertyPlantAndEquipment,ClassesOfPropertyPlantAndEquipmentAxis,OfficeEquipmentMember,1
9639,TangibleExplorationAndEvaluationAssets,PropertyPlantAndEquipment,ClassesOfPropertyPlantAndEquipmentAxis,TangibleExplorationAndEvaluationAssetsMember,1
9640,ConstructionInProgress,PropertyPlantAndEquipment,ClassesOfPropertyPlantAndEquipmentAxis,ConstructionInProgressMember,1
9641,OtherPropertyPlantAndEquipment,PropertyPlantAndEquipment,ClassesOfPropertyPlantAndEquipmentAxis,OtherPropertyPlantAndEquipmentMember,1
9642,MiningAssets,PropertyPlantAndEquipment,ClassesOfPropertyPlantAndEquipmentAxis,MiningAssetsMember,1
9643,OilAndGasAssets,PropertyPlantAndEquipment,ClassesOfPropertyPlantAndEquipmentAxis,OilAndGasAssetsMember,1
9644,BrandNames,IntangibleAssetsOtherThanGoodwill,ClassesOfIntangibleAssetsOtherThanGoodwillAxis,BrandNamesMember,1
9645,IntangibleExplorationAndEvaluationAssets,IntangibleAssetsOtherThanGoodwill,ClassesOfIntangibleAssetsOtherThanGoodwillAxis,IntangibleExplorationAndEvaluationAssetsMember,1
9646,MastheadsAndPublishingTitles,IntangibleAssetsOtherThanGoodwill,ClassesOfIntangibleAssetsOtherThanGoodwillAxis,MastheadsAndPublishingTitlesMember,1
9647,ComputerSoftware,IntangibleAssetsOtherThanGoodwill,ClassesOfIntangibleAssetsOtherThanGoodwillAxis,ComputerSoftwareMember,1
9648,LicencesAndFranchises,IntangibleAssetsOtherThanGoodwill,ClassesOfIntangibleAssetsOtherThanGoodwillAxis,LicencesAndFranchisesMember,1
9649,CopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRights,IntangibleAssetsOtherThanGoodwill,ClassesOfIntangibleAssetsOtherThanGoodwillAxis,CopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRightsMember,1
9650,RecipesFormulaeModelsDesignsAndPrototypes,IntangibleAssetsOtherThanGoodwill,ClassesOfIntangibleAssetsOtherThanGoodwillAxis,RecipesFormulaeModelsDesignsAndPrototypesMember,1
9651,IntangibleAssetsUnderDevelopment,IntangibleAssetsOtherThanGoodwill,ClassesOfIntangibleAssetsOtherThanGoodwillAxis,IntangibleAssetsUnderDevelopmentMember,1
9652,OtherIntangibleAssets,IntangibleAssetsOtherThanGoodwill,ClassesOfIntangibleAssetsOtherThanGoodwillAxis,OtherIntangibleAssetsMember,1
9653,BrandNames,IntangibleAssetsAndGoodwill,ClassesOfIntangibleAssetsAndGoodwillAxis,BrandNamesMember,1
9654,IntangibleExplorationAndEvaluationAssets,IntangibleAssetsAndGoodwill,ClassesOfIntangibleAssetsAndGoodwillAxis,IntangibleExplorationAndEvaluationAssetsMember,1
9655,MastheadsAndPublishingTitles,IntangibleAssetsAndGoodwill,ClassesOfIntangibleAssetsAndGoodwillAxis,MastheadsAndPublishingTitlesMember,1
9656,ComputerSoftware,IntangibleAssetsAndGoodwill,ClassesOfIntangibleAssetsAndGoodwillAxis,ComputerSoftwareMember,1
9657,LicencesAndFranchises,IntangibleAssetsAndGoodwill,ClassesOfIntangibleAssetsAndGoodwillAxis,LicencesAndFranchisesMember,1
9658,CopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRights,IntangibleAssetsAndGoodwill,ClassesOfIntangibleAssetsAndGoodwillAxis,CopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRightsMember,1
9659,RecipesFormulaeModelsDesignsAndPrototypes,IntangibleAssetsAndGoodwill,ClassesOfIntangibleAssetsAndGoodwillAxis,RecipesFormulaeModelsDesignsAndPrototypesMember,1
9660,IntangibleAssetsUnderDevelopment,IntangibleAssetsAndGoodwill,ClassesOfIntangibleAssetsAndGoodwillAxis,IntangibleAssetsUnderDevelopmentMember,1
9661,OtherIntangibleAssets,IntangibleAssetsAndGoodwill,ClassesOfIntangibleAssetsAndGoodwillAxis,OtherIntangibleAssetsMember,1
9662,Goodwill,IntangibleAssetsAndGoodwill,ClassesOfIntangibleAssetsAndGoodwillAxis,GoodwillMember,1
9663,IntangibleAssetsOtherThanGoodwill,IntangibleAssetsAndGoodwill,ClassesOfIntangibleAssetsAndGoodwillAxis,IntangibleAssetsOtherThanGoodwillMember,1
9664,InvestmentPropertyUnderConstructionOrDevelopment,InvestmentProperty,TypesOfInvestmentPropertyAxis,InvestmentPropertyUnderConstructionOrDevelopmentMember,1
9665,InvestmentPropertyCompleted,InvestmentProperty,TypesOfInvestmentPropertyAxis,InvestmentPropertyCompletedMember,1
9666,WarrantyProvision,OtherProvisions,ClassesOfProvisionsAxis,WarrantyProvisionMember,1
9667,RestructuringProvision,OtherProvisions,ClassesOfProvisionsAxis,RestructuringProvisionMember,1
9668,LegalProceedingsProvision,OtherProvisions,ClassesOfProvisionsAxis,LegalProceedingsProvisionMember,1
9669,RefundsProvision,OtherProvisions,ClassesOfProvisionsAxis,RefundsProvisionMember,1
9670,OnerousContractsProvision,OtherProvisions,ClassesOfProvisionsAxis,OnerousContractsProvisionMember,1
9671,ProvisionForDecommissioningRestorationAndRehabilitationCosts,OtherProvisions,ClassesOfProvisionsAxis,ProvisionForDecommissioningRestorationAndRehabilitationCostsMember,1
9672,MiscellaneousOtherProvisions,OtherProvisions,ClassesOfProvisionsAxis,MiscellaneousOtherProvisionsMember,1
9673,ImpairmentLossRecognisedInProfitOrLossPropertyPlantAndEquipment,ImpairmentLossRecognisedInProfitOrLoss,ClassesOfAssetsAxis,PropertyPlantAndEquipmentMember,1
9674,ReversalOfImpairmentLossRecognisedInProfitOrLossPropertyPlantAndEquipment,ReversalOfImpairmentLossRecognisedInProfitOrLoss,ClassesOfAssetsAxis,PropertyPlantAndEquipmentMember,1
9675,ImpairmentLossRecognisedInOtherComprehensiveIncomePropertyPlantAndEquipment,ImpairmentLossRecognisedInOtherComprehensiveIncome,ClassesOfAssetsAxis,PropertyPlantAndEquipmentMember,1
9676,ReversalOfImpairmentLossRecognisedInOtherComprehensiveIncomePropertyPlantAndEquipment,ReversalOfImpairmentLossRecognisedInOtherComprehensiveIncome,ClassesOfAssetsAxis,PropertyPlantAndEquipmentMember,1
9677,ImpairmentLossRecognisedInProfitOrLossIntangibleAssetsOtherThanGoodwill,ImpairmentLossRecognisedInProfitOrLoss,ClassesOfAssetsAxis,IntangibleAssetsOtherThanGoodwillMember,1
9678,ReversalOfImpairmentLossRecognisedInProfitOrLossIntangibleAssetsOtherThanGoodwill,ReversalOfImpairmentLossRecognisedInProfitOrLoss,ClassesOfAssetsAxis,IntangibleAssetsOtherThanGoodwillMember,1
9679,ImpairmentLossRecognisedInOtherComprehensiveIncomeIntangibleAssetsOtherThanGoodwill,ImpairmentLossRecognisedInOtherComprehensiveIncome,ClassesOfAssetsAxis,IntangibleAssetsOtherThanGoodwillMember,1
9680,ReversalOfImpairmentLossRecognisedInOtherComprehensiveIncomeIntangibleAssetsOtherThanGoodwill,ReversalOfImpairmentLossRecognisedInOtherComprehensiveIncome,ClassesOfAssetsAxis,IntangibleAssetsOtherThanGoodwillMember,1
9681,ImpairmentLossRecognisedInProfitOrLossGoodwill,ImpairmentLossRecognisedInProfitOrLoss,ClassesOfAssetsAxis,GoodwillMember,1
9683,CashFlowsFromUsedInOperatingActivitiesDiscontinuedOperations,CashFlowsFromUsedInOperatingActivities,ContinuingAndDiscontinuedOperationsAxis,DiscontinuedOperationsMember,1
9685,CashFlowsFromUsedInInvestingActivitiesDiscontinuedOperations,CashFlowsFromUsedInInvestingActivities,ContinuingAndDiscontinuedOperationsAxis,DiscontinuedOperationsMember,1
9687,CashFlowsFromUsedInFinancingActivitiesDiscontinuedOperations,CashFlowsFromUsedInFinancingActivities,ContinuingAndDiscontinuedOperationsAxis,DiscontinuedOperationsMember,1
9689,IncomeFromDiscontinuedOperationsAttributableToOwnersOfParent,ProfitLoss,ContinuingAndDiscontinuedOperationsAxis,DiscontinuedOperationsMember,1
9691,ProfitLossFromDiscontinuedOperationsAttributableToNoncontrollingInterests,ProfitLoss,ContinuingAndDiscontinuedOperationsAxis,DiscontinuedOperationsMember,1
9693,IncomeFromDiscontinuedOperationsAttributableToOwnersOfParent,ProfitLossAttributableToOwnersOfParent,ContinuingAndDiscontinuedOperationsAxis,DiscontinuedOperationsMember,1
9695,ProfitLossFromDiscontinuedOperationsAttributableToNoncontrollingInterests,ProfitLossAttributableToNoncontrollingInterests,ContinuingAndDiscontinuedOperationsAxis,DiscontinuedOperationsMember,1
9696,IncomeFromContinuingOperationsAttributableToOwnersOfParent,ProfitLossFromContinuingOperations,ComponentsOfEquityAxis,EquityAttributableToOwnersOfParentMember,1
9697,IncomeFromDiscontinuedOperationsAttributableToOwnersOfParent,ProfitLossFromDiscontinuedOperations,ComponentsOfEquityAxis,EquityAttributableToOwnersOfParentMember,1
9698,ProfitLossFromContinuingOperationsAttributableToNoncontrollingInterests,ProfitLossFromContinuingOperations,ComponentsOfEquityAxis,NoncontrollingInterestsMember,1
9699,ProfitLossFromDiscontinuedOperationsAttributableToNoncontrollingInterests,ProfitLossFromDiscontinuedOperations,ComponentsOfEquityAxis,NoncontrollingInterestsMember,1
9700,FinancialAssetsAtFairValueThroughProfitOrLossDesignatedAsUponInitialRecognition,FinancialAssets,CategoriesOfFinancialAssetsAxis,FinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognitionCategoryMember,1
9701,FinancialAssetsAtFairValueThroughProfitOrLossClassifiedAsHeldForTrading,FinancialAssets,CategoriesOfFinancialAssetsAxis,FinancialAssetsAtFairValueThroughProfitOrLossClassifiedAsHeldForTradingCategoryMember,1
9702,FinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,FinancialAssets,CategoriesOfFinancialAssetsAxis,FinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValueCategoryMember,1
9703,FinancialAssetsAtFairValueThroughProfitOrLoss,FinancialAssets,CategoriesOfFinancialAssetsAxis,FinancialAssetsAtFairValueThroughProfitOrLossCategoryMember,1
9704,FinancialAssetsAvailableforsale,FinancialAssets,CategoriesOfFinancialAssetsAxis,FinancialAssetsAvailableforsaleCategoryMember,1
9705,HeldtomaturityInvestments,FinancialAssets,CategoriesOfFinancialAssetsAxis,HeldtomaturityInvestmentsCategoryMember,1
9706,LoansAndReceivables,FinancialAssets,CategoriesOfFinancialAssetsAxis,LoansAndReceivablesCategoryMember,1
9707,FinancialAssetsAtFairValueThroughOtherComprehensiveIncome,FinancialAssets,CategoriesOfFinancialAssetsAxis,FinancialAssetsAtFairValueThroughOtherComprehensiveIncomeCategoryMember,1
9708,FinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,FinancialAssets,CategoriesOfFinancialAssetsAxis,FinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeCategoryMember,1
9709,FairValueOfInvestmentsInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,FinancialAssets,CategoriesOfFinancialAssetsAxis,InvestmentsInEquityInstrumentsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,1
9710,FinancialAssetsAtAmortisedCost,FinancialAssets,CategoriesOfFinancialAssetsAxis,FinancialAssetsAtAmortisedCostCategoryMember,1
9711,FinancialLiabilitiesAtFairValueThroughProfitOrLossClassifiedAsHeldForTrading,FinancialLiabilities,CategoriesOfFinancialLiabilitiesAxis,FinancialLiabilitiesAtFairValueThroughProfitOrLossThatMeetDefinitionOfHeldForTradingCategoryMember,1
9712,FinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedAsUponInitialRecognition,FinancialLiabilities,CategoriesOfFinancialLiabilitiesAxis,FinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognitionCategoryMember,1
9713,FinancialLiabilitiesAtFairValueThroughProfitOrLoss,FinancialLiabilities,CategoriesOfFinancialLiabilitiesAxis,FinancialLiabilitiesAtFairValueThroughProfitOrLossCategoryMember,1
9714,FinancialLiabilitiesAtAmortisedCost,FinancialLiabilities,CategoriesOfFinancialLiabilitiesAxis,FinancialLiabilitiesAtAmortisedCostCategoryMember,1
9715,DerivativeFinancialAssets,FinancialAssets,ClassesOfFinancialAssetsAxis,DerivativesMember,1
9716,DefinedBenefitObligationAtPresentValue,LiabilityAssetOfDefinedBenefitPlans,NetDefinedBenefitLiabilityAssetAxis,PresentValueOfDefinedBenefitObligationMember,1
9717,PlanAssetsAtFairValue,LiabilityAssetOfDefinedBenefitPlans,NetDefinedBenefitLiabilityAssetAxis,PlanAssetsMember,-1
9718,CurrentBiologicalAssets,BiologicalAssets,BiologicalAssetsAxis,CurrentBiologicalAssetsMember,1
9719,NoncurrentBiologicalAssets,BiologicalAssets,BiologicalAssetsAxis,NoncurrentBiologicalAssetsMember,1
9720,ReserveOfFinanceIncomeExpensesFromReinsuranceContractsHeldExcludedFromProfitOrLoss,Equity,ComponentsOfEquityAxis,ReserveOfFinanceIncomeExpensesFromReinsuranceContractsHeldExcludedFromProfitOrLossMember,1
9721,ReserveOfInsuranceFinanceIncomeExpensesFromInsuranceContractsIssuedExcludedFromProfitOrLossThatWillBeReclassifiedToProfitOrLoss,Equity,ComponentsOfEquityAxis,ReserveOfInsuranceFinanceIncomeExpensesFromInsuranceContractsIssuedExcludedFromProfitOrLossThatWillBeReclassifiedToProfitOrLossMember,1
9722,ReserveOfInsuranceFinanceIncomeExpensesFromInsuranceContractsIssuedExcludedFromProfitOrLossThatWillNotBeReclassifiedToProfitOrLoss,Equity,ComponentsOfEquityAxis,ReserveOfInsuranceFinanceIncomeExpensesFromInsuranceContractsIssuedExcludedFromProfitOrLossThatWillNotBeReclassifiedToProfitOrLossMember,1
9723,ContractualServiceMargin,InsuranceContractsLiabilityAsset,InsuranceContractsByComponentsAxis,ContractualServiceMarginMember,1